GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40
0500000US36001,36001,"Albany County, New York",298341,*****,143597,53,154744,53,5.2,0.1,5.5,0.1,4.8,0.1,5.5,0.2,5.8,0.3,5.2,0.3,6.1,0.2,6.6,0.3,5.5,0.3,9.0,0.1,9.3,0.1,8.7,0.2,10.6,0.1,11.0,0.1,10.3,0.1,5.0,0.1,5.0,0.1,5.0,0.1,5.1,0.1,5.3,0.1,5.0,0.1,6.1,0.3,6.1,0.3,6.1,0.4,7.3,0.3,7.5,0.3,7.1,0.4,7.6,0.1,7.7,0.1,7.5,0.1,7.4,0.1,7.5,0.1,7.4,0.1,6.5,0.2,6.7,0.3,6.4,0.2,5.1,0.2,5.0,0.3,5.2,0.2,3.5,0.2,3.3,0.2,3.7,0.2,2.9,0.2,2.7,0.2,3.1,0.2,2.8,0.2,2.2,0.2,3.3,0.4,2.2,0.2,1.7,0.2,2.7,0.3,2.2,0.3,1.3,0.2,3.0,0.6,11.5,0.1,12.4,0.1,10.8,0.1,4.0,0.1,4.4,0.1,3.8,0.1,15.5,0.1,15.9,0.1,15.3,0.1,43.1,0.1,44.1,0.1,42.2,0.1,81.9,0.1,80.6,0.2,83.1,0.2,79.2,0.1,77.7,0.1,80.7,0.1,18.6,0.2,16.2,0.3,20.9,0.2,16.4,0.2,14.0,0.3,18.7,0.2,13.6,0.1,11.2,0.1,15.7,0.1,7.1,0.1,5.2,0.1,8.9,0.1,38.0,0.2,36.2,0.2,39.5,0.3,92.8,0.1,(X),(X),(X),(X),52.3,0.1,(X),(X),(X),(X),20.7,0.1,(X),(X),(X),(X),31.6,0.1,(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X)
0500000US36003,36003,"Allegany County, New York",49391,*****,24946,67,24445,67,5.2,0.1,5.5,0.1,5.0,0.1,6.2,0.3,6.1,0.4,6.2,0.4,5.7,0.3,5.9,0.4,5.5,0.4,11.4,0.3,12.1,0.3,10.6,0.3,9.8,0.2,10.7,0.4,9.0,0.2,5.5,0.2,5.5,0.3,5.4,0.2,4.7,0.1,4.7,0.1,4.7,0.1,5.8,0.3,5.6,0.4,6.0,0.5,5.5,0.3,5.3,0.4,5.7,0.5,7.2,0.1,7.2,0.2,7.2,0.1,7.1,0.1,7.1,0.2,7.1,0.1,6.3,0.3,6.1,0.4,6.6,0.4,5.3,0.3,5.4,0.4,5.1,0.4,4.1,0.3,4.0,0.4,4.3,0.3,3.4,0.3,3.3,0.4,3.5,0.3,2.8,0.2,2.5,0.3,3.1,0.3,2.0,0.2,1.5,0.3,2.4,0.3,1.9,0.2,1.4,0.3,2.5,0.3,11.9,0.1,12.1,0.2,11.7,0.2,4.4,0.1,4.7,0.1,4.2,0.1,16.8,0.3,18.1,0.4,15.4,0.4,42.7,0.2,43.9,0.3,41.4,0.3,81.5,0.2,81.2,0.3,81.8,0.3,78.4,*****,77.8,0.2,79.1,0.2,19.5,0.3,18.2,0.4,20.9,0.4,17.4,0.3,16.1,0.4,18.7,0.4,14.3,0.1,12.8,0.1,15.8,0.1,6.7,0.1,5.5,0.1,8.1,0.1,36.3,0.3,34.5,0.3,38.1,0.4,102.0,0.6,(X),(X),(X),(X),56.0,0.2,(X),(X),(X),(X),22.3,0.1,(X),(X),(X),(X),33.7,0.1,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
0500000US36005,36005,"Bronx County, New York",1381529,*****,647971,163,733558,163,8.0,0.1,8.7,0.1,7.4,0.1,7.5,0.1,8.1,0.2,7.0,0.2,7.9,0.1,8.6,0.2,7.3,0.2,8.1,0.1,8.8,0.1,7.4,0.1,7.3,0.1,7.7,0.1,6.9,0.1,7.4,0.1,7.7,0.1,7.2,0.1,7.0,0.1,6.9,0.1,7.0,0.1,6.9,0.1,6.7,0.2,7.1,0.2,7.5,0.1,7.5,0.2,7.5,0.2,6.9,0.1,6.7,0.1,7.1,0.1,5.9,0.1,5.7,0.1,6.1,0.1,5.1,0.1,4.8,0.1,5.4,0.1,4.1,0.1,3.8,0.1,4.3,0.1,3.1,0.1,2.7,0.1,3.5,0.1,2.5,0.1,2.1,0.1,2.7,0.1,1.9,0.1,1.4,0.1,2.3,0.1,1.5,0.1,1.1,0.1,1.9,0.1,1.4,0.1,0.9,0.1,1.9,0.1,15.4,0.1,16.7,0.1,14.3,0.1,5.0,0.1,5.4,0.1,4.6,0.1,10.4,0.1,11.1,0.1,9.7,0.1,44.1,0.1,45.3,0.1,43.1,0.1,74.9,0.1,72.7,0.1,76.9,0.1,71.6,*****,69.2,0.1,73.7,0.1,14.5,0.1,12.0,0.1,16.7,0.1,12.8,0.1,10.5,0.1,14.8,0.1,10.4,0.1,8.3,0.1,12.3,0.1,4.9,0.1,3.4,0.1,6.1,0.1,32.6,0.1,30.2,0.1,34.9,0.1,88.3,0.1,(X),(X),(X),(X),63.5,0.1,(X),(X),(X),(X),17.1,0.1,(X),(X),(X),(X),46.4,0.1,(X),(X),(X),(X),0.3,(X),(X),(X),(X),(X),1.6,(X),(X),(X),(X),(X)
0500000US36007,36007,"Broome County, New York",195209,*****,94636,85,100573,85,5.2,0.1,5.5,0.1,4.9,0.1,5.3,0.3,5.7,0.4,4.9,0.3,6.3,0.3,6.6,0.4,6.1,0.3,8.2,0.1,8.4,0.2,7.9,0.2,7.4,0.1,7.6,0.2,7.2,0.2,6.9,0.1,7.2,0.1,6.6,0.1,5.1,0.1,5.3,0.1,4.9,0.1,5.7,0.3,5.7,0.4,5.8,0.4,6.7,0.3,6.9,0.4,6.6,0.4,7.9,0.1,8.2,0.1,7.6,0.1,7.3,0.1,7.6,0.1,7.1,0.1,6.4,0.2,6.5,0.3,6.3,0.3,5.1,0.2,5.0,0.3,5.2,0.3,4.1,0.2,4.2,0.2,4.1,0.3,3.6,0.2,3.2,0.2,4.1,0.3,3.5,0.2,2.9,0.3,4.0,0.3,2.6,0.2,2.0,0.2,3.2,0.3,2.6,0.2,1.6,0.2,3.5,0.3,11.6,0.1,12.2,0.1,11.0,0.1,4.1,0.1,4.3,0.1,3.9,0.1,11.5,0.1,11.7,0.1,11.3,0.1,40.1,0.1,41.2,0.1,39.1,0.1,81.9,0.1,80.9,0.2,82.9,0.2,79.1,*****,77.9,0.1,80.2,0.1,21.5,0.2,18.8,0.3,24.1,0.3,19.5,0.2,16.9,0.3,21.9,0.2,16.4,0.1,13.8,0.1,18.8,0.1,8.7,0.1,6.5,0.1,10.7,0.1,39.9,0.2,38.2,0.4,41.4,0.3,94.1,0.2,(X),(X),(X),(X),59.5,0.1,(X),(X),(X),(X),26.2,0.1,(X),(X),(X),(X),33.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0500000US36009,36009,"Cattaraugus County, New York",80349,*****,39499,102,40850,102,6.0,0.1,6.3,0.1,5.7,0.1,6.6,0.3,7.2,0.4,5.9,0.4,6.4,0.3,6.5,0.4,6.4,0.4,7.9,0.2,8.3,0.2,7.5,0.2,7.0,0.1,7.2,0.2,6.8,0.2,5.0,0.1,5.0,0.1,4.9,0.1,4.9,0.1,5.0,0.1,4.8,0.1,6.1,0.3,6.1,0.5,6.0,0.4,6.6,0.3,6.8,0.5,6.5,0.4,8.0,0.1,8.1,0.1,7.9,0.1,7.9,0.1,7.9,0.1,8.0,0.1,7.3,0.3,7.5,0.3,7.1,0.4,5.2,0.3,5.1,0.3,5.2,0.4,4.0,0.2,3.8,0.3,4.2,0.3,3.8,0.2,3.7,0.3,3.8,0.3,3.1,0.2,2.7,0.2,3.4,0.3,2.5,0.2,1.9,0.2,3.1,0.3,1.8,0.2,1.0,0.2,2.5,0.3,13.0,0.1,13.7,0.1,12.4,0.2,4.5,0.1,4.8,0.2,4.3,0.1,10.4,0.1,10.7,0.2,10.1,0.2,37.5,0.1,38.4,0.2,36.6,0.2,79.5,0.2,78.7,0.2,80.3,0.3,76.5,*****,75.3,0.2,77.6,0.2,20.3,0.3,18.2,0.4,22.4,0.4,18.1,0.2,16.0,0.4,20.0,0.3,15.2,0.1,13.1,0.1,17.2,0.1,7.3,0.1,5.5,0.1,9.1,0.1,40.1,0.3,38.9,0.5,41.4,0.5,96.7,0.5,(X),(X),(X),(X),63.1,0.1,(X),(X),(X),(X),24.7,0.1,(X),(X),(X),(X),38.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.6,(X),(X),(X),(X),(X)
0500000US36011,36011,"Cayuga County, New York",79994,*****,40662,215,39332,215,5.1,0.1,5.2,0.1,5.0,0.1,5.9,0.3,5.9,0.4,5.8,0.5,6.5,0.3,6.4,0.4,6.5,0.5,7.1,0.1,7.0,0.2,7.2,0.2,7.0,0.2,7.2,0.3,6.8,0.2,5.8,0.2,6.7,0.4,4.8,0.2,5.5,0.3,6.2,0.5,4.7,0.1,6.8,0.4,7.5,0.6,6.2,0.5,7.8,0.4,7.8,0.6,7.7,0.5,8.3,0.1,8.3,0.2,8.2,0.1,7.8,0.1,7.8,0.2,7.7,0.1,7.1,0.3,7.3,0.4,6.8,0.5,4.9,0.3,4.7,0.3,5.2,0.5,4.4,0.3,3.9,0.4,4.9,0.4,2.9,0.3,2.9,0.3,2.8,0.4,2.8,0.3,2.3,0.3,3.3,0.4,2.4,0.3,1.7,0.3,3.2,0.4,2.2,0.2,1.4,0.3,3.0,0.4,12.3,0.1,12.3,0.1,12.3,0.2,4.4,0.1,4.4,0.2,4.5,0.2,9.7,0.2,9.8,0.4,9.5,0.3,39.9,0.2,42.3,0.5,37.5,0.4,81.0,0.2,81.1,0.3,80.9,0.4,78.1,*****,78.1,0.2,78.2,0.2,19.6,0.3,16.8,0.4,22.4,0.5,17.5,0.3,14.8,0.4,20.3,0.5,14.7,0.1,12.1,0.2,17.3,0.2,7.4,0.1,5.4,0.1,9.5,0.1,40.3,0.4,38.6,0.6,41.8,0.3,103.4,1.1,(X),(X),(X),(X),57.6,0.3,(X),(X),(X),(X),23.1,0.2,(X),(X),(X),(X),34.4,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.4,(X),(X),(X),(X),(X)
0500000US36013,36013,"Chautauqua County, New York",134078,*****,65521,87,68557,87,5.4,0.1,5.6,0.1,5.2,0.1,5.7,0.3,6.0,0.4,5.4,0.4,6.5,0.3,6.9,0.4,6.1,0.4,8.2,0.1,8.2,0.2,8.1,0.2,6.9,0.1,7.2,0.1,6.7,0.2,6.1,0.1,6.3,0.1,5.8,0.1,5.1,0.1,5.2,0.1,5.1,0.1,6.1,0.3,5.9,0.4,6.3,0.4,6.4,0.3,6.6,0.5,6.2,0.4,7.7,0.1,7.9,0.1,7.5,0.1,7.6,0.1,7.9,0.1,7.3,0.1,7.0,0.3,7.0,0.4,6.9,0.3,5.2,0.3,5.4,0.4,5.1,0.3,4.4,0.2,4.5,0.3,4.4,0.3,3.4,0.2,3.0,0.2,3.8,0.3,3.4,0.2,2.9,0.3,4.0,0.3,2.5,0.2,2.1,0.2,2.9,0.3,2.3,0.2,1.3,0.2,3.3,0.3,12.2,0.1,12.9,0.1,11.5,0.1,4.5,0.1,4.6,0.1,4.4,0.1,10.6,0.1,10.8,0.2,10.3,0.1,38.8,0.1,39.6,0.2,38.1,0.2,80.9,0.1,79.9,0.2,81.8,0.2,77.9,0.1,76.9,0.1,78.9,0.1,21.3,0.3,19.0,0.4,23.4,0.3,19.0,0.3,16.8,0.4,21.0,0.3,16.0,0.1,13.7,0.1,18.3,0.1,8.2,0.1,6.2,0.1,10.1,0.1,40.0,0.3,38.7,0.3,41.0,0.4,95.6,0.2,(X),(X),(X),(X),61.6,0.3,(X),(X),(X),(X),25.9,0.2,(X),(X),(X),(X),35.7,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
0500000US36015,36015,"Chemung County, New York",88161,*****,43749,128,44412,128,5.8,0.1,6.0,0.1,5.6,0.1,5.8,0.4,6.0,0.6,5.6,0.6,6.6,0.4,6.8,0.6,6.3,0.6,7.3,0.2,7.4,0.3,7.2,0.2,7.0,0.2,7.5,0.3,6.5,0.2,5.6,0.2,6.1,0.2,5.1,0.2,5.3,0.2,5.7,0.3,4.9,0.2,6.2,0.5,6.5,0.7,6.0,0.5,7.3,0.5,7.8,0.6,6.8,0.6,7.9,0.1,7.9,0.2,8.0,0.1,7.7,0.1,7.7,0.1,7.7,0.1,6.8,0.3,6.6,0.5,6.9,0.4,5.2,0.3,5.2,0.5,5.1,0.4,3.9,0.3,3.6,0.3,4.2,0.4,3.3,0.3,3.0,0.3,3.6,0.4,3.3,0.3,2.6,0.4,3.9,0.5,2.6,0.2,1.9,0.3,3.3,0.4,2.4,0.3,1.5,0.3,3.2,0.4,12.4,0.1,12.8,0.2,11.9,0.1,4.3,0.1,4.5,0.1,4.2,0.1,10.0,0.2,10.5,0.3,9.4,0.2,38.8,0.1,41.0,0.2,36.6,0.2,80.5,0.2,80.0,0.3,81.0,0.4,77.5,*****,76.7,0.2,78.4,0.2,20.6,0.3,17.9,0.5,23.3,0.4,18.5,0.3,15.5,0.5,21.5,0.4,15.4,0.1,12.7,0.2,18.2,0.1,8.2,0.1,6.0,0.2,10.4,0.1,40.3,0.4,38.5,0.5,42.0,0.4,98.5,0.6,(X),(X),(X),(X),61.1,0.3,(X),(X),(X),(X),24.9,0.2,(X),(X),(X),(X),36.2,0.1,(X),(X),(X),(X),0.0,(X),(X),(X),(X),(X),0.7,(X),(X),(X),(X),(X)
0500000US36017,36017,"Chenango County, New York",50956,*****,25263,99,25693,99,5.3,0.1,5.8,0.2,4.8,0.2,6.2,0.5,6.5,0.6,6.0,0.7,6.8,0.5,6.8,0.6,6.8,0.7,7.6,0.1,7.8,0.3,7.4,0.2,5.9,0.1,6.1,0.1,5.6,0.1,4.8,0.1,5.2,0.2,4.4,0.1,4.8,0.1,5.0,0.2,4.6,0.1,6.4,0.5,6.0,0.6,6.7,0.6,7.0,0.5,7.2,0.6,6.8,0.6,8.5,0.2,8.9,0.3,8.2,0.2,7.8,0.1,8.0,0.1,7.6,0.1,6.8,0.5,6.8,0.6,6.8,0.6,6.4,0.5,6.2,0.6,6.7,0.6,4.7,0.3,4.6,0.4,4.7,0.4,3.5,0.3,3.3,0.3,3.6,0.4,2.8,0.4,2.7,0.4,2.9,0.6,2.4,0.3,1.8,0.3,2.9,0.5,2.4,0.4,1.4,0.4,3.4,0.7,13.0,0.1,13.2,0.2,12.8,0.2,5.0,0.1,5.0,0.2,5.0,0.2,8.5,0.1,8.9,0.2,8.0,0.2,36.4,0.2,37.3,0.4,35.6,0.3,80.3,0.2,79.5,0.4,81.1,0.3,76.7,0.1,75.9,0.2,77.4,0.2,22.1,0.5,20.0,0.6,24.2,0.6,19.0,0.4,17.4,0.6,20.5,0.4,15.7,0.1,13.8,0.2,17.5,0.1,7.5,0.1,5.9,0.2,9.2,0.1,42.0,0.5,40.7,0.5,42.8,0.4,98.3,0.8,(X),(X),(X),(X),64.0,0.3,(X),(X),(X),(X),25.7,0.2,(X),(X),(X),(X),38.2,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
0500000US36019,36019,"Clinton County, New York",81755,*****,41778,134,39977,134,4.7,0.1,4.6,0.1,4.8,0.1,4.9,0.3,4.8,0.5,5.0,0.5,5.9,0.3,6.2,0.5,5.6,0.5,8.1,0.2,7.8,0.2,8.3,0.2,8.2,0.3,8.3,0.4,8.1,0.3,8.3,0.2,8.8,0.4,7.8,0.2,6.1,0.2,6.8,0.3,5.4,0.1,6.6,0.5,7.1,0.7,6.1,0.6,7.7,0.5,8.0,0.6,7.4,0.6,8.2,0.1,8.4,0.2,8.0,0.1,7.4,0.2,7.6,0.3,7.1,0.1,5.8,0.4,5.8,0.6,5.7,0.5,5.2,0.4,5.0,0.5,5.4,0.5,3.8,0.3,3.6,0.4,4.1,0.4,3.2,0.3,2.9,0.4,3.5,0.4,2.5,0.2,2.2,0.3,2.8,0.4,1.8,0.2,1.4,0.3,2.2,0.4,1.7,0.2,0.8,0.3,2.6,0.4,10.8,0.1,11.0,0.1,10.6,0.2,4.1,0.1,4.2,0.2,4.1,0.1,12.1,0.3,11.9,0.4,12.4,0.4,45.0,0.2,46.8,0.4,43.2,0.3,83.2,0.2,83.0,0.3,83.3,0.3,80.4,*****,80.3,0.2,80.4,0.2,18.1,0.4,15.9,0.5,20.5,0.5,15.9,0.4,13.6,0.4,18.2,0.5,12.9,0.1,10.8,0.1,15.1,0.1,5.9,0.1,4.4,0.1,7.5,0.1,37.8,0.3,37.1,0.3,39.0,0.5,104.5,0.7,(X),(X),(X),(X),48.2,0.1,(X),(X),(X),(X),19.1,0.1,(X),(X),(X),(X),29.1,0.1,(X),(X),(X),(X),0.1,(X),(X),(X),(X),(X),0.5,(X),(X),(X),(X),(X)
